,0,1,2,3,4,5,6,7,8,class
0,1.6569106818133987,-0.8131491668221186,1.6015551126513445,0.2047191574418556,0.7793294302206347,0.38745316953334996,-0.41180609965248033,-1.1644834680504281,0.09058885590426437,0
1,1.2396964159642094,-1.4797410843332723,-1.096208717441362,2.299107902350479,-1.043114329886517,-0.2838877001737342,0.061438782498673135,0.4431583903395747,-0.8940377708462756,0
2,0.8999528056213939,-1.390211872467562,1.726645596636552,-0.030927090610808002,0.5812628688634852,0.27827131215726025,-0.3111046219494621,-0.18340215172046145,-0.2344496228870947,0
3,-2.3478491480467087,-0.3369932437986497,-1.6901090793591877,-0.5825174514544486,0.4431146394915427,0.09950903396653672,-0.20849604275846992,0.3000152754342698,-0.9389958388793083,0
4,1.0864227952611656,-2.176195435871818,-0.1336369235999483,-1.8712324082059557,-2.032901095255388,-1.8982334673020687,-0.020016379275381056,0.677896323137157,-1.705950257505673,0
5,-2.296873027361231,-0.1946310837877576,1.7526203886426723,-0.02697104404003758,0.2359207524075512,0.034636824908835226,-0.28539746134203187,0.06468463775175338,-0.6500631713275559,0
6,0.45107544182846077,-1.1117484608780444,1.6804680983296691,0.20355509936037663,0.6466539614252768,0.13532419467137435,-0.4657805724753503,-0.21598517804599357,0.050271061713195356,0
7,-2.425968748035674,-0.6024563794262247,1.7478929569928765,0.2119119544780909,0.2486961264681112,-0.14621261378929867,-0.5721744464315753,0.5346850897606399,-0.08622047095758684,0
8,1.1684299932083373,-0.7186606400728209,1.462652475723723,1.0325900642021573,0.9956124108327371,-0.04365073605463495,-1.1243362419271374,-0.9988979876903796,1.5259531727553326,0
9,0.8489766849359166,-1.5325740324784543,-1.7160838713653082,-0.586473498025219,0.7884567559474767,0.34314352121496167,-0.23420320336590014,0.0519284859620548,-0.523382290438847,0
10,0.5793780298876847,-1.8279640711766065,0.5225331876961645,-1.5111930630693036,-2.2886692999743974,2.586765329114476,1.712975387987851,-0.9900381884598367,0.0027766904574336843,0
11,-1.7137570697748257,-0.137318879179905,1.6668013264931407,0.2703053433952603,0.37770443083038546,0.01662291828877359,-0.5373373208049811,-0.31048025390767375,-0.054582458106632245,0
12,-1.5768844251213547,-1.9094952131629443,0.17494225907475391,2.3049048408150963,0.6108041912340328,-2.743480646108794,5.667272050048339,1.8997157835703495,1.0805893334598995,0
13,-1.2759499740448066,0.3913929289594686,-0.26641064343585963,2.1556319978188645,-1.139350581167802,-0.7432884368645076,0.23030685518579797,-1.2032988179793302,-0.46418598469471894,0
14,1.0365325661854348,-0.6904826016751232,-0.9144392341873375,-0.6766761182919137,1.0338954566890421,0.038083828988709725,-0.11017963848248123,-1.7392825654929442,0.3134032628130563,0
15,-1.6618648105211449,-1.470755698668233,1.8928873932261927,1.0669594835508347,2.4603751141460366,-2.0709882257672914,4.508711842499041,1.6429540323248546,2.39335248938004,0
